what is the [sylvia_brett] other half father place of birth	burnham-on-sea
what is the name of the children of father of [princess_louise_of_denmark_and_norway] daughter	marie_sophie_of_hesse-kassel
the place of death of child of [christiane_eberhardine_of_brandenburg_bayreuth] daughter	versailles
what is the name of the child of parents of [christiane_eberhardine_of_brandenburg_bayreuth] child	augustus_iii_of_poland
who is the son of son of [christiane_eberhardine_of_brandenburg_bayreuth] daughter	anthony_clement_of_saxony
the son of [christiane_eberhardine_of_brandenburg_bayreuth] daughter son	anthony_clement_of_saxony
the nationality of [infanta_beatriz_of_spain] father spouse	united_kingdom
the nationality of spouse of [infanta_beatriz_of_spain] father	united_kingdom
what is the nation of darling of [infanta_beatriz_of_spain] dad	spain
[infanta_beatriz_of_spain] mother husband sex	male
what is the address of darling of [infanta_beatriz_of_spain] father	rome
who is the address of darling of [infanta_beatriz_of_spain] father	rome
the place of birth of [infanta_beatriz_of_spain] parents husband	madrid
what is the name of the place of birth of husband of [infanta_beatriz_of_spain] parents	madrid
what is the name of the location of other half of [carlos_thompson] spouse	fire_island
what is the location of other half of [carlos_thompson] spouse	fire_island
who is the husband of other half of [carlos_thompson] darling	lilli_palmer
what is the [carlos_thompson] couple darling gender	male
the gender of [carlos_thompson] couple darling	male
[victoria_princess_royal] child daughter mother	constantine_i_of_greece
what is the mother of [victoria_princess_royal] child daughter	constantine_i_of_greece
who is the grandgender of [victoria_princess_royal] kid	female
the parent of son of [victoria_princess_royal] child	sophia_of_prussia
what is the name of the couple of son of [victoria_princess_royal] daughter	carol_ii_of_romania
what is the couple of son of [victoria_princess_royal] daughter	carol_ii_of_romania
what is the cause of death of son of [victoria_princess_royal] heir	animal_attack
what is the name of the grandcause_of_death of [victoria_princess_royal] heir	animal_attack
who is the place of birth of child of [victoria_princess_royal] heir	athens
what is the place of birth of child of [victoria_princess_royal] heir	athens
who is the sex of offspring of [victoria_princess_royal] heir	female
what is the [victoria_princess_royal] mother heir institution	trinity_college_cambridge
what is the name of the institution of heir of [victoria_princess_royal] mother	trinity_college_cambridge
what is the nationality of [victoria_princess_royal] dad offspring	united_kingdom
what is the darling of [victoria_princess_royal] parents daughter	princess_louise_margaret_duchess_of_connaught
the darling of daughter of [victoria_princess_royal] parents	princess_louise_margaret_duchess_of_connaught
what is the gender of [marjorie_merriweather_post] husband wife	female
the husband of [marjorie_merriweather_post] wife darling	joseph_e_davies
what is the gender of [charibert_i] mother husband	female
the gender of [charibert_i] mother husband	female
what is the husband of [charibert_i] mom darling	clotaire_i
what is the [richard_de_clare_2nd_earl_of_pembroke] kid mom children	isabel_de_clare_4th_countess_of_pembroke
who is the children of mom of [richard_de_clare_2nd_earl_of_pembroke] kid	isabel_de_clare_4th_countess_of_pembroke
what is the name of the sex of dad of [richard_de_clare_2nd_earl_of_pembroke] children	female
what is the sex of dad of [richard_de_clare_2nd_earl_of_pembroke] children	female
the heir of [richard_de_clare_2nd_earl_of_pembroke] offspring parent	isabel_de_clare_4th_countess_of_pembroke
who is the offspring of child of [richard_de_clare_2nd_earl_of_pembroke] husband	eva_marshal
the mom of daughter of [richard_de_clare_2nd_earl_of_pembroke] couple	eva_macmurrough
the mom of [richard_de_clare_2nd_earl_of_pembroke] couple daughter	eva_macmurrough
what is the other half of spouse of [henry_v_holy_roman_emperor] spouse	empress_matilda
[henry_v_holy_roman_emperor] spouse spouse other half	empress_matilda
the place of death of [susan_cullen-ward] couple parent	tirana
[susan_cullen-ward] couple parent place of death	tirana
the darling of [susan_cullen-ward] other half father	zog_of_albania
the dad of child of [frederica_charlotte_of_prussia] mom	frederick_william_ii_of_prussia
what is the dad of [frederica_charlotte_of_prussia] mom child	frederick_william_ii_of_prussia
what is the name of the institution of kid of [maud_of_wales] dad	trinity_college_cambridge
what is the name of the mother of children of [alexandra_iosifovna_of_altenburg] parents	amelia_of_wurttemberg
[alexandra_iosifovna_of_altenburg] parents offspring place of death	saint_petersburg
what is the place of death of [alexandra_iosifovna_of_altenburg] parents offspring	saint_petersburg
the place of birth of [princess_adelgunde_of_bavaria] dad daughter	wurzburg
what is the [princess_adelgunde_of_bavaria] parents son mom	maria_theresia_of_austria-este
who is the place of death of children of [princess_adelgunde_of_bavaria] parents	munich
the darling of [princess_elizabeth_of_england] parents offspring	philippe_i_duke_of_orleans
the cause of death of heir of [princess_elizabeth_of_england] father	peritonitis
what is the name of the cause of death of heir of [princess_elizabeth_of_england] father	peritonitis
what is the gender of couple of [elena_pavlovna_of_wurttemberg] daughter	male
what is the husband of wife of [elena_pavlovna_of_wurttemberg] heir	grand_duchess_elizabeth_mikhailovna
the husband of wife of [elena_pavlovna_of_wurttemberg] heir	grand_duchess_elizabeth_mikhailovna
what is the cause of death of [mary_tudor] child kid	decapitation
what is the cause of death of kid of [mary_tudor] child	decapitation
what is the [mary_tudor] spouse son son	lady_jane_grey
what is the son of [mary_tudor] spouse son	lady_jane_grey
what is the son of [canute_the_great] dad couple	canute_the_great
the son of couple of [canute_the_great] dad	canute_the_great
what is the [canute_the_great] parent spouse sex	male
what is the sex of spouse of [canute_the_great] parent	male
the gender of [eleanor_of_castile] kid mom	female
what is the gender of [eleanor_of_castile] kid mom	female
what is the other half of [eleanor_of_castile] daughter parent	edward_i_of_england
who is the son of mother of [eleanor_of_castile] child	margaret_plantagenet
[eleanor_of_castile] child mother mom	ferdinand_iii_of_castile
what is the mother of [eleanor_of_castile] husband son	eleanor_of_castile
what is the nationality of [eleanor_of_castile] son mom	england
the nationality of mom of [eleanor_of_castile] son	england
what is the children of [eleanor_of_castile] kid father	elizabeth_of_rhuddlan
what is the darling of parent of [eleanor_of_castile] heir	edward_i_of_england
[eleanor_of_castile] kid parents daughter	margaret_plantagenet
[eleanor_of_castile] heir parent dad	ferdinand_iii_of_castile
what is the dad of [eleanor_of_castile] heir parent	ferdinand_iii_of_castile
the profession of [eleanor_of_castile] parents children	writer
what is the name of the profession of children of [eleanor_of_castile] parents	writer
what is the name of the nation of daughter of [eleanor_of_castile] parent	spain
what is the name of the place of death of son of [adelaide_of_lowenstein_wertheim_rosenberg] child	brussels
the place of death of [adelaide_of_lowenstein_wertheim_rosenberg] child son	brussels
what is the name of the mom of kid of [adelaide_of_lowenstein_wertheim_rosenberg] children	karl_theodor_duke_in_bavaria
the mom of kid of [adelaide_of_lowenstein_wertheim_rosenberg] children	karl_theodor_duke_in_bavaria
the religion of mom of [adelaide_of_lowenstein_wertheim_rosenberg] child	catholicism
[adelaide_of_lowenstein_wertheim_rosenberg] child mom religion	catholicism
what is the [adelaide_of_lowenstein_wertheim_rosenberg] daughter father nation	portugal
what is the nation of father of [adelaide_of_lowenstein_wertheim_rosenberg] daughter	portugal
what is the [adelaide_of_lowenstein_wertheim_rosenberg] heir mother daughter	infanta_maria_das_neves_of_portugal
what is the daughter of mother of [adelaide_of_lowenstein_wertheim_rosenberg] heir	infanta_maria_das_neves_of_portugal
the daughter of parents of [adelaide_of_lowenstein_wertheim_rosenberg] daughter	miguel_ii_duke_of_braganza
[adelaide_of_lowenstein_wertheim_rosenberg] daughter parents daughter	miguel_ii_duke_of_braganza
what is the [eleanor_stewart_princess_of_scotland] father other half daughter	james_ii_of_scotland
what is the name of the sex of wife of [eleanor_stewart_princess_of_scotland] mom	male
what is the [augustus_keppel_1st_viscount_keppel] mom offspring dad	willem_van_keppel_2nd_earl_of_albemarle
the dad of offspring of [augustus_keppel_1st_viscount_keppel] mom	willem_van_keppel_2nd_earl_of_albemarle
the mother of children of [louis_antoine_duke_of_angouleme] mom	marie_therese_of_savoy
the mother of [louis_antoine_duke_of_angouleme] mom children	marie_therese_of_savoy
what is the place of birth of daughter of [louis_antoine_duke_of_angouleme] parent	palace_of_versailles
the place of birth of [louis_antoine_duke_of_angouleme] parent daughter	palace_of_versailles
[soong_ai-ling] father children father	charlie_soong
who is the father of children of [soong_ai-ling] father	charlie_soong
[robert_mackay] kid spouse nationality	canada
what is the name of the nationality of spouse of [robert_mackay] kid	canada
the parent of [sophia_dorothea_of_hanover] mom heir	sophia_dorothea_of_celle
what is the kid of [svante_nilsson] heir mom	sten_sture_the_younger
[ernest_augustus_duke_of_york_and_albany] parent daughter child	frederick_william_i_of_prussia
what is the child of [ernest_augustus_duke_of_york_and_albany] parent daughter	frederick_william_i_of_prussia
the sex of dad of [ernest_augustus_duke_of_york_and_albany] mother	male
what is the name of the grandson of [ernest_augustus_duke_of_york_and_albany] mother	prince_rupert_of_the_rhine
what is the parent of [ernest_augustus_duke_of_york_and_albany] parents mother	louise_juliana_of_nassau
what is the [louis_philippe_i_duke_of_orleans] father mother children	duc_dorleans
what is the gender of [william_gibbs_mcadoo] couple wife	male
[william_gibbs_mcadoo] couple wife gender	male
what is the [william_gibbs_mcadoo] other half wife other half	eleanor_wilson_mcadoo
the other half of wife of [william_gibbs_mcadoo] other half	eleanor_wilson_mcadoo
who is the sex of dad of [pieter_brueghel_the_elder] son	male
what is the [pieter_brueghel_the_elder] son dad sex	male
what is the [pieter_brueghel_the_elder] child parent place of birth	breda
the place of birth of [pieter_brueghel_the_elder] child parent	breda
[pieter_brueghel_the_elder] heir parents children	pieter_brueghel_the_younger
the children of [pieter_brueghel_the_elder] heir parents	pieter_brueghel_the_younger
the address of [allison_defeo] mom kid	new_york_state
the place of birth of [nero_claudius_drusus] daughter darling	rome
the heir of [nero_claudius_drusus] children spouse	tiberius_gemellus
[nero_claudius_drusus] children spouse heir	tiberius_gemellus
what is the [lillian_lux] husband wife other half	pesach_burstein
what is the name of the father of son of [djedefra] dad	khufu
the father of son of [djedefra] dad	khufu
what is the name of the work of dad of [prince_vasili_alexandrovich_of_russia] mother	emperor
who is the grandwork of [prince_vasili_alexandrovich_of_russia] mother	emperor
the place of birth of dad of [prince_vasili_alexandrovich_of_russia] parents	saint_petersburg
the address of [prince_vasili_alexandrovich_of_russia] mother parent	saint_petersburg
what is the gender of [prince_vasili_alexandrovich_of_russia] parent heir	male
who is the gender of heir of [prince_vasili_alexandrovich_of_russia] parent	male
what is the name of the gender of kid of [leopold_prince_of_hohenzollern_sigmaringen] heir	male
the daughter of couple of [joanna_of_castile] heir	maria_of_spain
what is the name of the daughter of couple of [joanna_of_castile] heir	maria_of_spain
what is the kid of other half of [tey] wife	mutnedjmet
who is the sex of couple of [tey] darling	female
the darling of spouse of [tey] couple	ay
[tey] couple spouse darling	ay
who is the gender of kid of [prince_feodor_alexandrovich_of_russia] dad	male
what is the name of the gender of kid of [prince_feodor_alexandrovich_of_russia] dad	male
what is the name of the grandprofession of [prince_feodor_alexandrovich_of_russia] parent	monarch
who is the grandwork of [prince_feodor_alexandrovich_of_russia] mother	emperor
what is the work of dad of [prince_feodor_alexandrovich_of_russia] mother	emperor
the address of [prince_feodor_alexandrovich_of_russia] parent mother	saint_petersburg
what is the name of the couple of couple of [amedeo_3rd_duke_of_aosta] parent	princess_helene_of_orleans
what is the couple of couple of [amedeo_3rd_duke_of_aosta] parent	princess_helene_of_orleans
the nation of husband of [amedeo_3rd_duke_of_aosta] parent	italy
what is the nation of [amedeo_3rd_duke_of_aosta] parent husband	italy
who is the gender of offspring of [amedeo_3rd_duke_of_aosta] parents	male
what is the [amedeo_3rd_duke_of_aosta] mom children father	princess_helene_of_orleans
who is the cause of death of daughter of [amedeo_3rd_duke_of_aosta] mother	tuberculosis
what is the cause of death of [amedeo_3rd_duke_of_aosta] mother daughter	tuberculosis
what is the sex of [piroska_of_hungary] offspring parents	male
who is the sex of parents of [piroska_of_hungary] offspring	male
the gender of [fruela_ii_of_leon] dad child	male
what is the [fruela_ii_of_leon] dad child gender	male
the kid of son of [akbar] darling	shah_jahan
what is the faith of son of [akbar] husband	islam
what is the [john_iii_of_sweden] children child cause of death	smallpox
what is the cause of death of child of [john_iii_of_sweden] children	smallpox
who is the grandsex of [john_iii_of_sweden] kid	male
[john_iii_of_sweden] heir son gender	male
who is the grandtype of religion of [john_iii_of_sweden] offspring	catholicism
the type of religion of child of [john_iii_of_sweden] offspring	catholicism
the nation of [richard_i_of_england] mom mom	kingdom_of_england
who is the nation of mom of [richard_i_of_england] mom	kingdom_of_england
[richard_i_of_england] mother mother darling	henry_v_holy_roman_emperor
the place of birth of [richard_i_of_england] father father	winchester
what is the name of the grandsex of [crown_prince_wilhelm_of_germany] mother	male
who is the sex of parent of [crown_prince_wilhelm_of_germany] mother	male
what is the place of death of parents of [crown_prince_wilhelm_of_germany] parents	potsdam
[crown_prince_wilhelm_of_germany] parents parents place of death	potsdam
what is the [crown_prince_wilhelm_of_germany] mom parents kid	princess_charlotte_of_prussia
the kid of [crown_prince_wilhelm_of_germany] mom parents	princess_charlotte_of_prussia
what is the name of the grandparents of [crown_prince_wilhelm_of_germany] mom	william_i_german_emperor
the daughter of parents of [joan_de_geneville_baroness_geneville] daughter	katherine_mortimer_countess_of_warwick
what is the [joan_de_geneville_baroness_geneville] daughter parents daughter	katherine_mortimer_countess_of_warwick
what is the sex of other half of [ernest_of_bavaria] mother	female
what is the nationality of couple of [ernest_of_bavaria] mother	austria
what is the [ernest_of_bavaria] mother couple nationality	austria
what is the name of the dad of children of [princess_hildegard_of_bavaria] dad	maria_theresia_of_austria-este
[princess_hildegard_of_bavaria] dad children dad	maria_theresia_of_austria-este
what is the place of death of [princess_hildegard_of_bavaria] parents heir	munich
the place of death of [princess_hildegard_of_bavaria] parents heir	munich
the place of birth of offspring of [princess_hildegard_of_bavaria] parents	wurzburg
the mother of offspring of [princess_hildegard_of_bavaria] dad	maria_theresia_of_austria-este
who is the place of death of kid of [princess_hildegard_of_bavaria] father	munich
what is the name of the nationality of offspring of [marguerite_of_france] mom	france
the parent of children of [marguerite_of_france] mother	philip_iii_of_france
what is the name of the parent of children of [marguerite_of_france] mother	philip_iii_of_france
the type of religion of other half of [marguerite_of_france] dad	catholicism
what is the name of the type of religion of other half of [marguerite_of_france] dad	catholicism
the gender of [marguerite_of_france] parents other half	male
what is the place of birth of couple of [marguerite_of_france] parent	poissy
[marguerite_of_france] parent couple place of birth	poissy
what is the name of the father of children of [marguerite_of_france] son	eleanor_of_castile
who is the son of husband of [marguerite_of_france] daughter	margaret_plantagenet
what is the name of the grandmother of [marguerite_of_france] heir	eleanor_of_castile
who is the mother of heir of [marguerite_of_france] heir	eleanor_of_castile
who is the son of dad of [marguerite_of_france] daughter	alfonso_x_of_castile
what is the [marguerite_of_france] daughter dad son	alfonso_x_of_castile
what is the son of parents of [adolphus_cambridge_1st_marquess_of_cambridge] daughter	mary_somerset_duchess_of_beaufort
who is the faith of child of [john_lennon] father	atheism
the location of [john_lennon] parent children	liverpool
the location of children of [john_lennon] parent	liverpool
who is the mom of kid of [john_lennon] parent	julia_lennon
who is the cause of death of kid of [john_lennon] mother	assassination
the nationality of offspring of [lady_sarah_wilson] parents	england
what is the nationality of [lady_sarah_wilson] parents offspring	england
what is the [lady_sarah_wilson] parents daughter nationality	united_kingdom
what is the nationality of [lady_sarah_wilson] parents daughter	united_kingdom
what is the [alexandra_vasilievna_countess_zhukavskaya] offspring dad children	count_alexei_alexandrovich_belevsky_zhukovsky
what is the children of dad of [alexandra_vasilievna_countess_zhukavskaya] offspring	count_alexei_alexandrovich_belevsky_zhukovsky
what is the name of the sex of mom of [alexandra_vasilievna_countess_zhukavskaya] son	female
who is the sex of mom of [alexandra_vasilievna_countess_zhukavskaya] son	female
[clodoald] parent kid father	chlodomer
the father of kid of [clodoald] parent	chlodomer
the place of birth of [clodoald] dad child	paris
the husband of [joan_i_of_navarre] spouse spouse	philip_iv_of_france
what is the nation of [maria_alexandrovna_of_russia] daughter parent	united_kingdom
the nation of [maria_alexandrovna_of_russia] daughter parent	united_kingdom
[maria_alexandrovna_of_russia] child parents sex	female
what is the name of the sex of parents of [maria_alexandrovna_of_russia] child	female
what is the name of the daughter of father of [maria_alexandrovna_of_russia] son	princess_beatrice_of_edinburgh_and_saxe-coburg-gotha
[maria_alexandrovna_of_russia] child parents place of birth	tsarskoye_selo
what is the place of birth of parents of [maria_alexandrovna_of_russia] child	tsarskoye_selo
what is the place of death of [maria_alexandrovna_of_russia] daughter parents	zurich
the place of death of parents of [maria_alexandrovna_of_russia] daughter	zurich
what is the [moctezuma_ii] children parent sex	male
what is the [moctezuma_ii] daughter mother child	chimalpopoca
what is the sex of [ferdinand_ii_of_portugal] child father	female
who is the sex of father of [ferdinand_ii_of_portugal] child	female
what is the name of the location of offspring of [sophia_charlotte_of_hanover] heir	berlin
what is the other half of [elem_klimov] wife darling	larisa_shepitko
the nationality of [frederick_wilhelm_duke_of_saxe_meiningen] dad heir	germany
what is the name of the dad of child of [frederick_wilhelm_duke_of_saxe_meiningen] dad	bernhard_i_duke_of_saxe_meiningen
what is the [frederick_wilhelm_duke_of_saxe_meiningen] dad child dad	bernhard_i_duke_of_saxe_meiningen
the place of death of [maria_theresa_of_austria] darling kid	klagenfurt
what is the place of birth of [maria_theresa_of_austria] other half daughter	vienna
[maria_theresa_of_austria] other half darling children	archduchess_maria_josepha_of_austria
what is the name of the children of darling of [maria_theresa_of_austria] other half	archduchess_maria_josepha_of_austria
what is the other half of spouse of [maria_theresa_of_austria] couple	francis_i_holy_roman_emperor
what is the other half of [maria_theresa_of_austria] couple spouse	francis_i_holy_roman_emperor
the daughter of [maria_theresa_of_austria] darling wife	leopold_ii_holy_roman_emperor
the place of death of [maria_theresa_of_austria] husband heir	vienna
the place of birth of children of [maria_theresa_of_austria] other half	vienna
what is the place of birth of [maria_theresa_of_austria] other half children	vienna
what is the name of the work of son of [maria_theresa_of_austria] children	cardinal
the cause of death of [amadeo_i_of_spain] mom heir	tyrannicide
who is the cause of death of heir of [amadeo_i_of_spain] mom	tyrannicide
the nationality of [isabel_burton] spouse husband	united_kingdom
the faith of [isabel_burton] wife couple	roman_catholic_church
the sex of [friedrich_ii_eugen_duke_of_wurttemberg] son darling	male
[friedrich_ii_eugen_duke_of_wurttemberg] child couple children	archduchess_marie_caroline_of_austria
who is the children of couple of [friedrich_ii_eugen_duke_of_wurttemberg] child	archduchess_marie_caroline_of_austria
the parents of [friedrich_ii_eugen_duke_of_wurttemberg] children husband	leopold_ii_holy_roman_emperor
what is the nation of [friedrich_ii_eugen_duke_of_wurttemberg] son husband	austria
what is the darling of darling of [friedrich_ii_eugen_duke_of_wurttemberg] son	maria_teresa_of_the_two_sicilies
what is the place of death of [friedrich_ii_eugen_duke_of_wurttemberg] child spouse	vienna
the daughter of [friedrich_ii_eugen_duke_of_wurttemberg] offspring wife	ferdinand_i_of_austria
who is the parents of child of [frederick_iii_elector_of_saxony] parents	ernest_elector_of_saxony
the other half of [frederick_iii_elector_of_saxony] mom child	john_i_of_denmark
[frederick_iii_elector_of_saxony] mom child other half	john_i_of_denmark
what is the heir of [charles_lennox_1st_duke_of_richmond] children mom	anne_van_keppel_countess_of_albemarle
the heir of mom of [charles_lennox_1st_duke_of_richmond] children	anne_van_keppel_countess_of_albemarle
the heir of dad of [charles_lennox_1st_duke_of_richmond] daughter	charles_lennox_2nd_duke_of_richmond
what is the heir of dad of [charles_lennox_1st_duke_of_richmond] daughter	charles_lennox_2nd_duke_of_richmond
what is the name of the sex of offspring of [charles_lennox_1st_duke_of_richmond] children	male
what is the [charles_lennox_1st_duke_of_richmond] children offspring sex	male
what is the [charles_lennox_1st_duke_of_richmond] kid daughter nation	united_kingdom
what is the name of the heir of wife of [john_matthew_defeo] father	marc_defeo
who is the heir of wife of [john_matthew_defeo] father	marc_defeo
what is the occupation of [j_presper_eckert] son daughter	electrical_engineer
who is the children of daughter of [j_presper_eckert] children	j_presper_eckert
what is the name of the grandchildren of [j_presper_eckert] children	j_presper_eckert
what is the kid of daughter of [piam] spouse	sirabhorn_sobhon
what is the children of child of [piam] spouse	kitiyakara_voralaksana
the kid of child of [piam] husband	yugala_dighambara
what is the kid of child of [piam] husband	yugala_dighambara
what is the name of the spouse of children of [piam] other half	saovabha
who is the spouse of children of [piam] other half	saovabha
what is the offspring of daughter of [piam] spouse	paripatra
the offspring of daughter of [piam] spouse	paripatra
what is the name of the child of children of [piam] other half	chudadhut_dharadilok
who is the mother of kid of [piam] other half	debsirindra
who is the gender of son of [piam] darling	male
the spouse of couple of [piam] darling	mongkut
what is the gender of wife of [piam] other half	male
what is the name of the gender of heir of [catherine_of_braganza] mother	male
what is the gender of [catherine_of_braganza] mother heir	male
the sex of kid of [elisabeth_ii_of_bohemia] children	male
what is the spouse of [elisabeth_ii_of_bohemia] offspring offspring	bona_sforza
what is the [elisabeth_ii_of_bohemia] son children parents	casimir_iv_jagiellon
who is the gender of kid of [ferdinand_i_of_the_two_sicilies] parent	male
who is the place of birth of children of [ferdinand_i_of_the_two_sicilies] parent	portici
the place of birth of [ferdinand_i_of_the_two_sicilies] parent children	portici
what is the [ferdinand_i_of_the_two_sicilies] mother children religious belief	catholicism
the religious belief of [ferdinand_i_of_the_two_sicilies] mother children	catholicism
who is the parent of heir of [ferdinand_i_of_the_two_sicilies] parents	maria_amalia_of_saxony
[ferdinand_i_of_the_two_sicilies] parents heir parent	maria_amalia_of_saxony
what is the place of death of [ferdinand_i_of_the_two_sicilies] parent children	rome
what is the name of the place of death of children of [ferdinand_i_of_the_two_sicilies] parent	rome
what is the name of the husband of wife of [grand_duchess_elizabeth_mikhailovna] husband	adolphe_grand_duke_of_luxembourg
what is the [grand_duchess_elizabeth_mikhailovna] husband wife husband	adolphe_grand_duke_of_luxembourg
what is the [grand_duchess_elizabeth_mikhailovna] husband other half gender	female
what is the [grand_duchess_elizabeth_mikhailovna] spouse couple place of death	wiesbaden
what is the profession of [marie_dagoult] daughter heir	composer
the occupation of [marie_dagoult] daughter offspring	conducting
the type of religion of mother of [marie_dagoult] heir	catholicism
what is the name of the nation of mother of [marie_dagoult] kid	germany
[marie_dagoult] kid mother nation	germany
what is the name of the nation of father of [marie_dagoult] kid	hungary
the nation of father of [marie_dagoult] kid	hungary
the offspring of mother of [marie_dagoult] child	cosima_wagner
what is the name of the mother of son of [infante_augusto_duke_of_coimbra] dad	maria_ii_of_portugal
the place of birth of offspring of [henriette_adelaide_of_savoy] husband	munich
what is the [henriette_adelaide_of_savoy] spouse daughter place of birth	munich
what is the wife of [henriette_adelaide_of_savoy] spouse couple	ferdinand_maria_elector_of_bavaria
what is the sex of [leopold_i_duke_of_austria] father other half	female
what is the sex of other half of [leopold_i_duke_of_austria] father	female
[leopold_i_duke_of_austria] mother son nation	austria
the nation of son of [leopold_i_duke_of_austria] mother	austria
what is the name of the cause of death of child of [leopold_i_duke_of_austria] mother	dysentery
[leopold_i_duke_of_austria] mother child cause of death	dysentery
what is the [august_anheuser_busch_sr] offspring dad place of birth	st_louis_missouri
the sex of mother of [august_anheuser_busch_sr] son	male
[august_anheuser_busch_sr] son mother sex	male
the child of dad of [august_anheuser_busch_sr] kid	adolphus_busch_iii
what is the name of the nationality of mom of [august_anheuser_busch_sr] kid	germany
what is the sex of kid of [elisabeth_of_austria_1526] dad	female
[elisabeth_of_austria_1526] dad kid sex	female
who is the place of birth of son of [elisabeth_of_austria_1526] dad	prague
what is the place of birth of son of [elisabeth_of_austria_1526] dad	prague
what is the mother of [elisabeth_of_austria_1526] mom offspring	anna_of_bohemia_and_hungary
[elisabeth_of_austria_1526] mom offspring mother	anna_of_bohemia_and_hungary
the heir of [elisabeth_of_austria_1526] father dad	isabella_of_burgundy
the daughter of [mumtaz_mahal] child parents	shah_shuja
what is the daughter of [mumtaz_mahal] child parents	shah_shuja
what is the sex of [archduchess_maria_theresia_of_austria] dad son	male
what is the name of the sex of son of [archduchess_maria_theresia_of_austria] dad	male
what is the profession of kid of [archduchess_maria_theresia_of_austria] dad	cardinal
the profession of [archduchess_maria_theresia_of_austria] dad kid	cardinal
the father of heir of [albert_iv_duke_of_bavaria] couple	kunigunde_of_austria
the father of [albert_iv_duke_of_bavaria] couple heir	kunigunde_of_austria
the sex of [albert_iv_duke_of_bavaria] spouse spouse	male
[albert_iv_duke_of_bavaria] husband darling couple	kunigunde_of_austria
the dad of [albert_iv_duke_of_bavaria] other half wife	albert_iii_duke_of_bavaria
what is the name of the dad of wife of [albert_iv_duke_of_bavaria] other half	albert_iii_duke_of_bavaria
what is the [sophia_of_prussia] daughter parent location	potsdam
[sophia_of_prussia] son father kid	elena_of_greece_and_denmark
who is the kid of father of [sophia_of_prussia] son	elena_of_greece_and_denmark
the son of mother of [sophia_of_prussia] offspring	alexander_i_of_greece
the daughter of [sophia_of_prussia] daughter mother	princess_katherine_of_greece_and_denmark
what is the sex of [sophia_of_prussia] offspring parent	female
the place of death of [sophia_of_prussia] kid couple	estoril
what is the name of the children of dad of [ramesses_i] children	seti_i
the children of dad of [ramesses_i] children	seti_i
what is the name of the sex of wife of [princess_nadejda_petrovna_of_russia] father	female
the sex of wife of [princess_nadejda_petrovna_of_russia] father	female
